SMILES
CC(=C)C=C
CC=C(C)C=CC=C(C)C
CC1(C2CCC(C2)C1=C)C
CC1=CCC2C(C1)C2(C)C
CC1=CCC(CC1)C(=C)C
CC(=C)CCCC(=C)C=C
CC(=CCCC(=C)C=C)C
CC(=CCC=C(C)C=C)C
CC(=C)CCC=C(C)C=C
CC1=CCC(C=C1)C(C)C
CC(C)C1CCC(=C)C=C1
CC1=CCC2CC1C2(C)C
CC1(C)C2CCC(C1C2)=C
CC(C)C12CCC(=C)C1C2
CC1=CCCC(C1)C(=C)C
CC1=CC=C(CC1)C(C)C
CC1=CCC(=CC1)C(C)C
CC1=CCC(=C(C)C)CC1
CC1=CCC2(C1C2)C(C)C
CC1C=CC2(C1C2)C(C)C
CC1(C2CC3C1(C3C2)C)C
CC1=CC2C(CC1)C(=CCC2C(C)C)C
CC1=CC2C(CC1)C(=C)CCC2C(C)C
CC1CCCC2=CCC(CC12C)C(=C)C
CC(=CCCC1(C2CCC(=C)C1C2)C)C
CC1=CCC(=C(C)CCC=C(C)C)CC1
CC1=CCC(CC1)C(=CCC=C(C)C)C
CC1=CCC(CC1)C(=C)CCC=C(C)C
CC1=CC2C(CC1)C(=C)CCC2C(C)C
CC1=CC2C(CCC(=C2CC1)C)C(C)C
CC1=CCCC(=C)C2CC(C2CC1)(C)C
CC1CCC(C2C13C2C(=CC3)C)C(C)C
CC1CCC(C2C13C2C(=C)CC3)C(C)C
CC(C)C1=CC(=C(C)C)CCC1(C)C=C
CC(=C)C1CCC(C(C1)C(=C)C)(C)C=C
CC(=CCCC(=CCCC(=C)C=C)C)C
CC(=CCCC(=CCC=C(C)C=C)C)C
CC1=CCCC(=C)C=CC(CC1)C(C)C
CC1=CC2C(CC1)C(=C)CCCC2(C)C
CC1=CC2C(=C(CCCC2(C)C)C)CC1
CC1=CCC(C=CCC(=CCC1)C)(C)C
CC1(CCCC2(C3C1C(C2=C)CC3)C)C
CC1=CC2C(CC1)C(=C)CCC2C(C)C
CC1=CC2C(CC1)C(=CCC2C(C)C)C
CC1CCC23C1CC(C2(C)C)CC=C3C
CC1CCC2=C1CC3CCC2(C3(C)C)C
CC1CCC=C(C12CCC(C2)C(=C)C)C
CC(=CCCC1(C2CC3C1(C3C2)C)C)C
CC(=CCCC1(C2CCC(C2)C1=C)C)C
CC(=C1CCC2(CCCC(=C)C2C1)C)C
CC1=CCCC2(C1CC(CC2)C(=C)C)C
CC1CCC=C2C1(CC(CC2)C(=C)C)C
CC1=CCC2(CCCC(C23C1C3)(C)C)C
CC1=CCC2C3C1C2(CCC3C(C)C)C
CC1=CC2C(CC1)C(=CCC2C(C)C)C
CC1=CCC(C=C1)C(C)CCC=C(C)C
CC(=CCCC1=CCCC(C1)C(=C)CCC=C(C)C)C
CC(=CCCC1=CCC(CC1)C(=C)CCC=C(C)C)C
CC1=CCCC(=CCC=C(C=CC(CC1)C(C)C)C)C
CC1(CCCC2(C1CCC34C2CCC(C3)C(=C)C4)C)C
CC1(CCCC2(C1CCC34C2CCC(C3)(C=C4)C)C)C
CC1(CCCC2(C1CCC34C2CCC(C3)C(=C)C4)C)C
CC(C)C1=CCC2C(=C1)CCC3C2(CCCC3(C)C)C
CC1=C2CCC3(CCC=C(C3CC(C2(C)C)CC1)C)C
