molecule,bond_index,ysi_contribution
CCCC(O)CCC,0,3.7031088
CCCC(O)CCC,1,3.4834964
CCCC(O)CCC,2,1.9805617
CCCC(O)CCC,3,1.1039951
CCCC(O)CCC,4,1.9805617
CCCC(O)CCC,5,3.4834964
CCCC(O)CCC,6,3.7031088
CCCC1CCCCC1,0,3.7269044
CCCC1CCCCC1,1,3.4911683
CCCC1CCCCC1,2,4.4565144
CCCC1CCCCC1,3,4.598116
CCCC1CCCCC1,4,3.2666004
CCCC1CCCCC1,5,3.6239882
CCCC1CCCCC1,6,3.6239882
CCCC1CCCCC1,7,3.2666004
CCCC1CCCCC1,8,4.598116
CCCC1OC(C)C(C)O1,0,3.7285256
CCCC1OC(C)C(C)O1,1,3.1573381
CCCC1OC(C)C(C)O1,2,1.2348926
CCCC1OC(C)C(C)O1,3,-0.10927835
CCCC1OC(C)C(C)O1,4,1.3082979
CCCC1OC(C)C(C)O1,5,3.55683
CCCC1OC(C)C(C)O1,6,2.764462
CCCC1OC(C)C(C)O1,7,3.5568297
CCCC1OC(C)C(C)O1,8,1.3082981
CCCC1OC(C)C(C)O1,9,-0.10927838
CCCC=O,0,3.7071052
CCCC=O,1,2.8061752
CCCC=O,2,1.7974246
CCCC=O,3,0.3841604
CCCCC,0,3.6986167
CCCCC,1,3.2938929
CCCCC,2,3.2938929
CCCCC,3,3.6986167
CCCCC#N,0,3.6986167
CCCCC#N,1,3.275401
CCCCC#N,2,2.1308565
CCCCC#N,3,1.6094595
CCCCC#N,4,0.12653846
CCCCC(=O)CC,0,3.6986167
CCCCC(=O)CC,1,3.2778344
CCCCC(=O)CC,2,2.11413
CCCCC(=O)CC,3,1.2127187
CCCCC(=O)CC,4,0.17946024
CCCCC(=O)CC,5,1.8876975
CCCCC(=O)CC,6,3.72971
CCCCC(=O)CCCC,0,3.6986167
CCCCC(=O)CCCC,1,3.2778344
CCCCC(=O)CCCC,2,2.11413
CCCCC(=O)CCCC,3,1.200346
CCCCC(=O)CCCC,4,0.164574
CCCCC(=O)CCCC,5,1.200346
CCCCC(=O)CCCC,6,2.11413
CCCCC(=O)CCCC,7,3.2778344
CCCCC(=O)CCCC,8,3.6986167
CCCCC(=O)OC,0,3.6986167
CCCCC(=O)OC,1,3.2778344
CCCCC(=O)OC,2,2.108447
CCCCC(=O)OC,3,1.137737
CCCCC(=O)OC,4,0.03260062
CCCCC(=O)OC,5,0.9119909
CCCCC(=O)OC,6,1.4843645
CCCCC(=O)OCC,0,3.6986167
CCCCC(=O)OCC,1,3.2778344
CCCCC(=O)OCC,2,2.108447
CCCCC(=O)OCC,3,1.1406397
CCCCC(=O)OCC,4,0.039516844
CCCCC(=O)OCC,5,1.1227788
CCCCC(=O)OCC,6,0.86455405
CCCCC(=O)OCC,7,2.5608249
CCCCC(C)(C)C,0,3.6986167
CCCCC(C)(C)C,1,3.2845736
CCCCC(C)(C)C,2,3.331653
CCCCC(C)(C)C,3,4.6307955
CCCCC(C)(C)C,4,4.3704205
CCCCC(C)(C)C,5,4.3704205
CCCCC(C)(C)C,6,4.3704205
CCCCC(C)(C)O,0,3.6986167
CCCCC(C)(C)O,1,3.2845736
CCCCC(C)(C)O,2,3.2900722
CCCCC(C)(C)O,3,3.0022988
CCCCC(C)(C)O,4,2.8479166
CCCCC(C)(C)O,5,2.8479166
CCCCC(C)(C)O,6,1.8336853
CCCCC(C)=O,0,3.6986167
CCCCC(C)=O,1,3.2778344
CCCCC(C)=O,2,2.102685
CCCCC(C)=O,3,1.3458164
CCCCC(C)=O,4,2.832198
CCCCC(C)=O,5,0.23964454
CCCCC(C)C,0,3.6986167
CCCCC(C)C,1,3.2806044
CCCCC(C)C,2,3.0905352
CCCCC(C)C,3,3.677341
CCCCC(C)C,4,4.5029707
CCCCC(C)C,5,4.5029707
CCCCC(C)C(C)C,0,3.6986167
CCCCC(C)C(C)C,1,3.2806044
CCCCC(C)C(C)C,2,3.0767882
CCCCC(C)C(C)C,3,3.3397157
CCCCC(C)C(C)C,4,4.2152376
CCCCC(C)C(C)C,5,4.4643116
CCCCC(C)C(C)C,6,4.5776877
CCCCC(C)C(C)C,7,4.5776877
CCCCC(C)CC,0,3.6986167
CCCCC(C)CC,1,3.2806044
CCCCC(C)CC,2,3.0871043
CCCCC(C)CC,3,3.4234385
CCCCC(C)CC,4,4.1247663
CCCCC(C)CC,5,3.9363236
CCCCC(C)CC,6,4.0022936
CCCCC(C)O,0,3.6986167
CCCCC(C)O,1,3.2806044
CCCCC(C)O,2,3.065824
CCCCC(C)O,3,2.5394754
CCCCC(C)O,4,2.9516177
CCCCC(C)O,5,1.477201
CCCCC(C=O)CC,0,3.6986167
CCCCC(C=O)CC,1,3.2806044
CCCCC(C=O)CC,2,3.083208
CCCCC(C=O)CC,3,1.8836617
CCCCC(C=O)CC,4,0.9483144
CCCCC(C=O)CC,5,0.27460378
CCCCC(C=O)CC,6,2.416225
CCCCC(C=O)CC,7,4.0565157
CCCCC(C=O)CCCC,0,3.6986167
CCCCC(C=O)CCCC,1,3.2806044
CCCCC(C=O)CCCC,2,3.083208
CCCCC(C=O)CCCC,3,1.8799965
CCCCC(C=O)CCCC,4,0.9510703
CCCCC(C=O)CCCC,5,0.27460378
CCCCC(C=O)CCCC,6,1.8799965
CCCCC(C=O)CCCC,7,3.083208
CCCCC(C=O)CCCC,8,3.2806044
CCCCC(C=O)CCCC,9,3.6986167
CCCCC(CC)C1OC(C)C(C)O1,0,3.6986167
CCCCC(CC)C1OC(C)C(C)O1,1,3.2806044
CCCCC(CC)C1OC(C)C(C)O1,2,3.099648
CCCCC(CC)C1OC(C)C(C)O1,3,3.1097844
CCCCC(CC)C1OC(C)C(C)O1,4,3.645055
CCCCC(CC)C1OC(C)C(C)O1,5,4.092705
CCCCC(CC)C1OC(C)C(C)O1,6,1.5516837
CCCCC(CC)C1OC(C)C(C)O1,7,-0.0010157526
CCCCC(CC)C1OC(C)C(C)O1,8,1.301758
CCCCC(CC)C1OC(C)C(C)O1,9,3.55683
CCCCC(CC)C1OC(C)C(C)O1,10,2.764462
CCCCC(CC)C1OC(C)C(C)O1,11,3.5568297
CCCCC(CC)C1OC(C)C(C)O1,12,1.3017579
CCCCC(CC)C1OC(C)C(C)O1,13,-0.0010157824
CCCCC(CC)CO,0,3.6986167
CCCCC(CC)CO,1,3.2806044
CCCCC(CC)CO,2,3.1145062
CCCCC(CC)CO,3,3.7225409
CCCCC(CC)CO,4,4.26163
CCCCC(CC)CO,5,4.144931
CCCCC(CC)CO,6,2.5313644
CCCCC(CC)CO,7,1.3481398
CCCCC(CC)CO[N+](=O)[O-],0,3.6986167
CCCCC(CC)CO[N+](=O)[O-],1,3.2806044
CCCCC(CC)CO[N+](=O)[O-],2,3.1145062
CCCCC(CC)CO[N+](=O)[O-],3,3.7068067
CCCCC(CC)CO[N+](=O)[O-],4,4.235017
CCCCC(CC)CO[N+](=O)[O-],5,4.144931
CCCCC(CC)CO[N+](=O)[O-],6,2.6500764
CCCCC(CC)CO[N+](=O)[O-],7,2.559163
CCCCC(CC)CO[N+](=O)[O-],8,1.5847178
CCCCC(CC)CO[N+](=O)[O-],9,1.2615488
CCCCC(CC)CO[N+](=O)[O-],10,2.8560853
CCCCC(O)CC,0,3.6986167
CCCCC(O)CC,1,3.2806044
CCCCC(O)CC,2,3.0687923
CCCCC(O)CC,3,1.9917635
CCCCC(O)CC,4,1.1175787
CCCCC(O)CC,5,2.5785787
CCCCC(O)CC,6,4.040909
CCCCC(O)CCC,0,3.6986167
CCCCC(O)CCC,1,3.2806044
CCCCC(O)CCC,2,3.0687923
CCCCC(O)CCC,3,1.9803499
CCCCC(O)CCC,4,1.1039951
CCCCC(O)CCC,5,1.9805617
CCCCC(O)CCC,6,3.4834964
CCCCC(O)CCC,7,3.7031088
CCCCC1CCCCC1,0,3.6986167
CCCCC1CCCCC1,1,3.2898245
CCCCC1CCCCC1,2,3.0482712
CCCCC1CCCCC1,3,4.4697003
CCCCC1CCCCC1,4,4.598116
CCCCC1CCCCC1,5,3.2666004
CCCCC1CCCCC1,6,3.6239882
CCCCC1CCCCC1,7,3.6239882
CCCCC1CCCCC1,8,3.2666004
CCCCC1CCCCC1,9,4.598116
CCCCC=C(C)C,0,3.6986167
CCCCC=C(C)C,1,3.2822366
CCCCC=C(C)C,2,2.4743304
CCCCC=C(C)C,3,4.7358694
CCCCC=C(C)C,4,7.051533
CCCCC=C(C)C,5,5.145639
CCCCC=C(C)C,6,5.145639
CCCCC=O,0,3.6986167
CCCCC=O,1,3.2822366
CCCCC=O,2,2.3530636
CCCCC=O,3,1.7803044
CCCCC=O,4,0.3841604
CCCCCC,0,3.6986167
CCCCCC,1,3.2924888
CCCCCC,2,2.8695545
CCCCCC,3,3.2924888
CCCCCC,4,3.6986167
CCCCCC(=O)CC,0,3.6986167
CCCCCC(=O)CC,1,3.2924888
CCCCCC(=O)CC,2,2.8411613
CCCCCC(=O)CC,3,2.1108093
CCCCCC(=O)CC,4,1.2127187
CCCCCC(=O)CC,5,0.17946026
CCCCCC(=O)CC,6,1.8876976
CCCCCC(=O)CC,7,3.72971
CCCCCC(=O)OC,0,3.6986167
CCCCCC(=O)OC,1,3.2924888
CCCCCC(=O)OC,2,2.8411613
CCCCCC(=O)OC,3,2.1060486
CCCCCC(=O)OC,4,1.137737
CCCCCC(=O)OC,5,0.03260062
CCCCCC(=O)OC,6,0.9119909
CCCCCC(=O)OC,7,1.4843645
CCCCCC(C)=O,0,3.6986167
CCCCCC(C)=O,1,3.2924888
CCCCCC(C)=O,2,2.8411613
CCCCCC(C)=O,3,2.1005192
CCCCCC(C)=O,4,1.3458164
CCCCCC(C)=O,5,2.832198
CCCCCC(C)=O,6,0.23964454
CCCCCC(C)C,0,3.6986167
CCCCCC(C)C,1,3.2924888
CCCCCC(C)C,2,2.8457465
CCCCCC(C)C,3,3.0841002
CCCCCC(C)C,4,3.677341
CCCCCC(C)C,5,4.5029707
CCCCCC(C)C,6,4.5029707
CCCCCC(C)O,0,3.6986167
CCCCCC(C)O,1,3.2924888
CCCCCC(C)O,2,2.8457465
CCCCCC(C)O,3,3.065046
CCCCCC(C)O,4,2.5394754
CCCCCC(C)O,5,2.9516177
CCCCCC(C)O,6,1.4772011
CCCCCC(CCCCC)OCC,0,3.6986167
CCCCCC(CCCCC)OCC,1,3.2924888
CCCCCC(CCCCC)OCC,2,2.8457465
CCCCCC(CCCCC)OCC,3,3.0908132
CCCCCC(CCCCC)OCC,4,2.5101433
CCCCCC(CCCCC)OCC,5,2.5101433
CCCCCC(CCCCC)OCC,6,3.0908132
CCCCCC(CCCCC)OCC,7,2.8457465
CCCCCC(CCCCC)OCC,8,3.2924888
CCCCCC(CCCCC)OCC,9,3.6986167
CCCCCC(CCCCC)OCC,10,0.9928571
CCCCCC(CCCCC)OCC,11,0.6594
CCCCCC(CCCCC)OCC,12,2.5581632
CCCCCC(O)CC,0,3.6986167
CCCCCC(O)CC,1,3.2924888
CCCCCC(O)CC,2,2.8457465
CCCCCC(O)CC,3,3.069912
CCCCCC(O)CC,4,1.9917635
CCCCCC(O)CC,5,1.1175787
CCCCCC(O)CC,6,2.5785787
CCCCCC(O)CC,7,4.040909
CCCCCC(OCC)OCC,0,3.6986167
CCCCCC(OCC)OCC,1,3.2924888
CCCCCC(OCC)OCC,2,2.8457465
CCCCCC(OCC)OCC,3,3.0591252
CCCCCC(OCC)OCC,4,2.0097203
CCCCCC(OCC)OCC,5,0.64487815
CCCCCC(OCC)OCC,6,0.6448915
CCCCCC(OCC)OCC,7,2.5581632
CCCCCC(OCC)OCC,8,0.64487815
CCCCCC(OCC)OCC,9,0.6448915
CCCCCC(OCC)OCC,10,2.5581632
CCCCCC1OC(C)C(C)O1,0,3.6986167
CCCCCC1OC(C)C(C)O1,1,3.2924888
CCCCCC1OC(C)C(C)O1,2,2.8692865
CCCCCC1OC(C)C(C)O1,3,2.7702045
CCCCCC1OC(C)C(C)O1,4,1.2238503
CCCCCC1OC(C)C(C)O1,5,-0.10927841
CCCCCC1OC(C)C(C)O1,6,1.3082979
CCCCCC1OC(C)C(C)O1,7,3.55683
CCCCCC1OC(C)C(C)O1,8,2.764462
CCCCCC1OC(C)C(C)O1,9,3.5568297
CCCCCC1OC(C)C(C)O1,10,1.3082979
CCCCCC1OC(C)C(C)O1,11,-0.10927841
CCCCCC=O,0,3.6986167
CCCCCC=O,1,3.2924888
CCCCCC=O,2,2.8497863
CCCCCC=O,3,2.3508353
CCCCCC=O,4,1.7803044
CCCCCC=O,5,0.3841604
CCCCCCC,0,3.6986167
CCCCCCC,1,3.2924888
CCCCCCC,2,2.861946
CCCCCCC,3,2.861946
CCCCCCC,4,3.2924888
CCCCCCC,5,3.6986167
CCCCCCC(=O)CC,0,3.6986167
CCCCCCC(=O)CC,1,3.2924888
CCCCCCC(=O)CC,2,2.861946
CCCCCCC(=O)CC,3,2.8403275
CCCCCCC(=O)CC,4,2.1108093
CCCCCCC(=O)CC,5,1.2127187
CCCCCCC(=O)CC,6,0.17946026
CCCCCCC(=O)CC,7,1.8876976
CCCCCCC(=O)CC,8,3.72971
CCCCCCC(=O)OC,0,3.6986167
CCCCCCC(=O)OC,1,3.2924888
CCCCCCC(=O)OC,2,2.861946
CCCCCCC(=O)OC,3,2.8403275
CCCCCCC(=O)OC,4,2.1060486
CCCCCCC(=O)OC,5,1.137737
CCCCCCC(=O)OC,6,0.03260062
CCCCCCC(=O)OC,7,0.9119909
CCCCCCC(=O)OC,8,1.4843645
CCCCCCC(C)=O,0,3.6986167
CCCCCCC(C)=O,1,3.2924888
CCCCCCC(C)=O,2,2.861946
CCCCCCC(C)=O,3,2.8403275
CCCCCCC(C)=O,4,2.1005192
CCCCCCC(C)=O,5,1.3458164
CCCCCCC(C)=O,6,2.832198
CCCCCCC(C)=O,7,0.23964454
CCCCCCC(C)O,0,3.6986167
CCCCCCC(C)O,1,3.2924888
CCCCCCC(C)O,2,2.861946
CCCCCCC(C)O,3,2.841858
CCCCCCC(C)O,4,3.065046
CCCCCCC(C)O,5,2.5394754
CCCCCCC(C)O,6,2.9516177
CCCCCCC(C)O,7,1.4772011
CCCCCCC=O,0,3.6986167
CCCCCCC=O,1,3.2924888
CCCCCCC=O,2,2.861946
CCCCCCC=O,3,2.8469796
CCCCCCC=O,4,2.3508353
CCCCCCC=O,5,1.7803044
CCCCCCC=O,6,0.3841604
CCCCCCCC,0,3.6986167
CCCCCCCC,1,3.2924888
CCCCCCCC,2,2.861946
CCCCCCCC,3,2.8544722
CCCCCCCC,4,2.861946
CCCCCCCC,5,3.2924888
CCCCCCCC,6,3.6986167
CCCCCCCC(=O)CC,0,3.6986167
CCCCCCCC(=O)CC,1,3.2924888
CCCCCCCC(=O)CC,2,2.861946
CCCCCCCC(=O)CC,3,2.8544722
CCCCCCCC(=O)CC,4,2.8403275
CCCCCCCC(=O)CC,5,2.1108093
CCCCCCCC(=O)CC,6,1.2127187
CCCCCCCC(=O)CC,7,0.17946024
CCCCCCCC(=O)CC,8,1.8876975
CCCCCCCC(=O)CC,9,3.72971
CCCCCCCC(=O)OC,0,3.6986167
CCCCCCCC(=O)OC,1,3.2924888
CCCCCCCC(=O)OC,2,2.861946
CCCCCCCC(=O)OC,3,2.8544722
CCCCCCCC(=O)OC,4,2.8403275
CCCCCCCC(=O)OC,5,2.1060486
CCCCCCCC(=O)OC,6,1.137737
CCCCCCCC(=O)OC,7,0.03260062
CCCCCCCC(=O)OC,8,0.9119909
CCCCCCCC(=O)OC,9,1.4843645
CCCCCCCC(C)=O,0,3.6986167
CCCCCCCC(C)=O,1,3.2924888
CCCCCCCC(C)=O,2,2.861946
CCCCCCCC(C)=O,3,2.8544722
CCCCCCCC(C)=O,4,2.8403275
CCCCCCCC(C)=O,5,2.1005192
CCCCCCCC(C)=O,6,1.3458164
CCCCCCCC(C)=O,7,2.832198
CCCCCCCC(C)=O,8,0.23964454
CCCCCCCC(C)O,0,3.6986167
CCCCCCCC(C)O,1,3.2924888
CCCCCCCC(C)O,2,2.861946
CCCCCCCC(C)O,3,2.8544722
CCCCCCCC(C)O,4,2.841858
CCCCCCCC(C)O,5,3.065046
CCCCCCCC(C)O,6,2.5394754
CCCCCCCC(C)O,7,2.9516177
CCCCCCCC(C)O,8,1.4772011
CCCCCCCC(OCC)OCC,0,3.6986167
CCCCCCCC(OCC)OCC,1,3.2924888
CCCCCCCC(OCC)OCC,2,2.861946
CCCCCCCC(OCC)OCC,3,2.8544722
CCCCCCCC(OCC)OCC,4,2.841858
CCCCCCCC(OCC)OCC,5,3.0591252
CCCCCCCC(OCC)OCC,6,2.0097203
CCCCCCCC(OCC)OCC,7,0.64487815
CCCCCCCC(OCC)OCC,8,0.6448915
CCCCCCCC(OCC)OCC,9,2.5581632
CCCCCCCC(OCC)OCC,10,0.64487815
CCCCCCCC(OCC)OCC,11,0.6448915
CCCCCCCC(OCC)OCC,12,2.5581632
CCCCCCCC1OC(C)C(C)O1,0,3.6986167
CCCCCCCC1OC(C)C(C)O1,1,3.2924888
CCCCCCCC1OC(C)C(C)O1,2,2.861946
CCCCCCCC1OC(C)C(C)O1,3,2.8544722
CCCCCCCC1OC(C)C(C)O1,4,2.86236
CCCCCCCC1OC(C)C(C)O1,5,2.7702045
CCCCCCCC1OC(C)C(C)O1,6,1.2238503
CCCCCCCC1OC(C)C(C)O1,7,-0.10927841
CCCCCCCC1OC(C)C(C)O1,8,1.3082979
CCCCCCCC1OC(C)C(C)O1,9,3.55683
CCCCCCCC1OC(C)C(C)O1,10,2.764462
CCCCCCCC1OC(C)C(C)O1,11,3.5568297
CCCCCCCC1OC(C)C(C)O1,12,1.3082979
CCCCCCCC1OC(C)C(C)O1,13,-0.10927841
CCCCCCCC=O,0,3.6986167
CCCCCCCC=O,1,3.2924888
CCCCCCCC=O,2,2.861946
CCCCCCCC=O,3,2.8544722
CCCCCCCC=O,4,2.8469796
CCCCCCCC=O,5,2.3508353
CCCCCCCC=O,6,1.7803044
CCCCCCCC=O,7,0.3841604
CCCCCCCCC,0,3.6986167
CCCCCCCCC,1,3.2924888
CCCCCCCCC,2,2.861946
CCCCCCCCC,3,2.8544722
CCCCCCCCC,4,2.8544722
CCCCCCCCC,5,2.861946
CCCCCCCCC,6,3.2924888
CCCCCCCCC,7,3.6986167
CCCCCCCCC(C)=O,0,3.6986167
CCCCCCCCC(C)=O,1,3.2924888
CCCCCCCCC(C)=O,2,2.861946
CCCCCCCCC(C)=O,3,2.8544722
CCCCCCCCC(C)=O,4,2.8544722
CCCCCCCCC(C)=O,5,2.8403275
CCCCCCCCC(C)=O,6,2.1005192
CCCCCCCCC(C)=O,7,1.3458165
CCCCCCCCC(C)=O,8,2.832198
CCCCCCCCC(C)=O,9,0.23964456
CCCCCCCCC=O,0,3.6986167
CCCCCCCCC=O,1,3.2924888
CCCCCCCCC=O,2,2.861946
CCCCCCCCC=O,3,2.8544722
CCCCCCCCC=O,4,2.8544722
CCCCCCCCC=O,5,2.8469796
CCCCCCCCC=O,6,2.3508353
CCCCCCCCC=O,7,1.7803044
CCCCCCCCC=O,8,0.3841604
CCCCCCCCCC,0,3.6986167
CCCCCCCCCC,1,3.2924888
CCCCCCCCCC,2,2.861946
CCCCCCCCCC,3,2.8544722
CCCCCCCCCC,4,2.8544722
CCCCCCCCCC,5,2.8544722
CCCCCCCCCC,6,2.861946
CCCCCCCCCC,7,3.2924888
CCCCCCCCCC,8,3.6986167
CCCCCCCCCC(=O)OC,0,3.6986167
CCCCCCCCCC(=O)OC,1,3.2924888
CCCCCCCCCC(=O)OC,2,2.861946
CCCCCCCCCC(=O)OC,3,2.8544722
CCCCCCCCCC(=O)OC,4,2.8544722
CCCCCCCCCC(=O)OC,5,2.8544722
CCCCCCCCCC(=O)OC,6,2.8403275
CCCCCCCCCC(=O)OC,7,2.1060486
CCCCCCCCCC(=O)OC,8,1.137737
CCCCCCCCCC(=O)OC,9,0.03260062
CCCCCCCCCC(=O)OC,10,0.9119909
CCCCCCCCCC(=O)OC,11,1.4843645
CCCCCCCCCC=O,0,3.6986167
CCCCCCCCCC=O,1,3.2924888
CCCCCCCCCC=O,2,2.861946
CCCCCCCCCC=O,3,2.8544722
CCCCCCCCCC=O,4,2.8544722
CCCCCCCCCC=O,5,2.8544722
CCCCCCCCCC=O,6,2.8469796
CCCCCCCCCC=O,7,2.3508353
CCCCCCCCCC=O,8,1.7803044
CCCCCCCCCC=O,9,0.3841604
CCCCCCCCCCC,0,3.6986167
CCCCCCCCCCC,1,3.2924888
CCCCCCCCCCC,2,2.861946
CCCCCCCCCCC,3,2.8544722
CCCCCCCCCCC,4,2.8544722
CCCCCCCCCCC,5,2.8544722
CCCCCCCCCCC,6,2.8544722
CCCCCCCCCCC,7,2.861946
CCCCCCCCCCC,8,3.2924888
CCCCCCCCCCC,9,3.6986167
CCCCCCCCCCC(=O)OC,0,3.6986167
CCCCCCCCCCC(=O)OC,1,3.2924888
CCCCCCCCCCC(=O)OC,2,2.861946
CCCCCCCCCCC(=O)OC,3,2.8544722
CCCCCCCCCCC(=O)OC,4,2.8544722
CCCCCCCCCCC(=O)OC,5,2.8544722
CCCCCCCCCCC(=O)OC,6,2.8544722
CCCCCCCCCCC(=O)OC,7,2.8403275
CCCCCCCCCCC(=O)OC,8,2.1060486
CCCCCCCCCCC(=O)OC,9,1.137737
CCCCCCCCCCC(=O)OC,10,0.03260062
CCCCCCCCCCC(=O)OC,11,0.9119909
CCCCCCCCCCC(=O)OC,12,1.4843645
CCCCCCCCCCCC,0,3.6986167
CCCCCCCCCCCC,1,3.2924888
CCCCCCCCCCCC,2,2.861946
CCCCCCCCCCCC,3,2.8544722
CCCCCCCCCCCC,4,2.8544722
CCCCCCCCCCCC,5,2.8544722
CCCCCCCCCCCC,6,2.8544722
CCCCCCCCCCCC,7,2.8544722
CCCCCCCCCCCC,8,2.861946
CCCCCCCCCCCC,9,3.2924888
CCCCCCCCCCCC,10,3.6986167
CCCCCCCCCCCCCCc1ccccc1,0,3.6986167
CCCCCCCCCCCCCCc1ccccc1,1,3.2924888
CCCCCCCCCCCCCCc1ccccc1,2,2.861946
CCCCCCCCCCCCCCc1ccccc1,3,2.8544722
CCCCCCCCCCCCCCc1ccccc1,4,2.8544722
CCCCCCCCCCCCCCc1ccccc1,5,2.8544722
CCCCCCCCCCCCCCc1ccccc1,6,2.8544722
CCCCCCCCCCCCCCc1ccccc1,7,2.8544722
CCCCCCCCCCCCCCc1ccccc1,8,2.8544722
CCCCCCCCCCCCCCc1ccccc1,9,2.8544722
CCCCCCCCCCCCCCc1ccccc1,10,2.8544722
CCCCCCCCCCCCCCc1ccccc1,11,4.210064
CCCCCCCCCCCCCCc1ccccc1,12,13.126212
CCCCCCCCCCCCCCc1ccccc1,13,26.020508
CCCCCCCCCCCCCCc1ccccc1,14,22.26046
CCCCCCCCCCCCCCc1ccccc1,15,8.201498
CCCCCCCCCCCCCCc1ccccc1,16,7.597496
CCCCCCCCCCCCCCc1ccccc1,17,7.597496
CCCCCCCCCCCCCCc1ccccc1,18,8.201498
CCCCCCCCCCCCCCc1ccccc1,19,22.26046
CCCCCCCCCCCCCc1ccccc1,0,3.6986167
CCCCCCCCCCCCCc1ccccc1,1,3.2924888
CCCCCCCCCCCCCc1ccccc1,2,2.861946
CCCCCCCCCCCCCc1ccccc1,3,2.8544722
CCCCCCCCCCCCCc1ccccc1,4,2.8544722
CCCCCCCCCCCCCc1ccccc1,5,2.8544722
CCCCCCCCCCCCCc1ccccc1,6,2.8544722
CCCCCCCCCCCCCc1ccccc1,7,2.8544722
CCCCCCCCCCCCCc1ccccc1,8,2.8544722
CCCCCCCCCCCCCc1ccccc1,9,2.8544722
CCCCCCCCCCCCCc1ccccc1,10,4.210064
CCCCCCCCCCCCCc1ccccc1,11,13.126213
CCCCCCCCCCCCCc1ccccc1,12,26.020512
CCCCCCCCCCCCCc1ccccc1,13,22.26046
CCCCCCCCCCCCCc1ccccc1,14,8.201498
CCCCCCCCCCCCCc1ccccc1,15,7.597496
CCCCCCCCCCCCCc1ccccc1,16,7.597496
CCCCCCCCCCCCCc1ccccc1,17,8.201498
CCCCCCCCCCCCCc1ccccc1,18,22.26046
CCCCCCCCCCCCc1ccccc1,0,3.6986167
CCCCCCCCCCCCc1ccccc1,1,3.2924888
CCCCCCCCCCCCc1ccccc1,2,2.861946
CCCCCCCCCCCCc1ccccc1,3,2.8544722
CCCCCCCCCCCCc1ccccc1,4,2.8544722
CCCCCCCCCCCCc1ccccc1,5,2.8544722
CCCCCCCCCCCCc1ccccc1,6,2.8544722
CCCCCCCCCCCCc1ccccc1,7,2.8544722
CCCCCCCCCCCCc1ccccc1,8,2.8544722
CCCCCCCCCCCCc1ccccc1,9,4.210064
CCCCCCCCCCCCc1ccccc1,10,13.126212
CCCCCCCCCCCCc1ccccc1,11,26.020508
CCCCCCCCCCCCc1ccccc1,12,22.26046
CCCCCCCCCCCCc1ccccc1,13,8.201498
CCCCCCCCCCCCc1ccccc1,14,7.597496
CCCCCCCCCCCCc1ccccc1,15,7.597496
CCCCCCCCCCCCc1ccccc1,16,8.201498
CCCCCCCCCCCCc1ccccc1,17,22.26046
CCCCCCCCCCCc1ccccc1,0,3.6986167
CCCCCCCCCCCc1ccccc1,1,3.2924888
CCCCCCCCCCCc1ccccc1,2,2.861946
CCCCCCCCCCCc1ccccc1,3,2.8544722
CCCCCCCCCCCc1ccccc1,4,2.8544722
CCCCCCCCCCCc1ccccc1,5,2.8544722
CCCCCCCCCCCc1ccccc1,6,2.8544722
CCCCCCCCCCCc1ccccc1,7,2.8544722
CCCCCCCCCCCc1ccccc1,8,4.210064
CCCCCCCCCCCc1ccccc1,9,13.126213
CCCCCCCCCCCc1ccccc1,10,26.020512
CCCCCCCCCCCc1ccccc1,11,22.26046
CCCCCCCCCCCc1ccccc1,12,8.201498
CCCCCCCCCCCc1ccccc1,13,7.597496
CCCCCCCCCCCc1ccccc1,14,7.597496
CCCCCCCCCCCc1ccccc1,15,8.201498
CCCCCCCCCCCc1ccccc1,16,22.26046
CCCCCCCCCCc1ccccc1,0,3.6986167
CCCCCCCCCCc1ccccc1,1,3.2924888
CCCCCCCCCCc1ccccc1,2,2.861946
CCCCCCCCCCc1ccccc1,3,2.8544722
CCCCCCCCCCc1ccccc1,4,2.8544722
CCCCCCCCCCc1ccccc1,5,2.8544722
CCCCCCCCCCc1ccccc1,6,2.8544722
CCCCCCCCCCc1ccccc1,7,4.210064
CCCCCCCCCCc1ccccc1,8,13.126213
CCCCCCCCCCc1ccccc1,9,26.020512
CCCCCCCCCCc1ccccc1,10,22.26046
CCCCCCCCCCc1ccccc1,11,8.201498
CCCCCCCCCCc1ccccc1,12,7.597496
CCCCCCCCCCc1ccccc1,13,7.597496
CCCCCCCCCCc1ccccc1,14,8.201498
CCCCCCCCCCc1ccccc1,15,22.26046
CCCCCCCCCc1ccccc1,0,3.6986167
CCCCCCCCCc1ccccc1,1,3.2924888
CCCCCCCCCc1ccccc1,2,2.861946
CCCCCCCCCc1ccccc1,3,2.8544722
CCCCCCCCCc1ccccc1,4,2.8544722
CCCCCCCCCc1ccccc1,5,2.8544722
CCCCCCCCCc1ccccc1,6,4.210064
CCCCCCCCCc1ccccc1,7,13.126212
CCCCCCCCCc1ccccc1,8,26.020508
CCCCCCCCCc1ccccc1,9,22.26046
CCCCCCCCCc1ccccc1,10,8.201498
CCCCCCCCCc1ccccc1,11,7.597496
CCCCCCCCCc1ccccc1,12,7.597496
CCCCCCCCCc1ccccc1,13,8.201498
CCCCCCCCCc1ccccc1,14,22.26046
CCCCCCCCO,0,3.6986167
CCCCCCCCO,1,3.2924888
CCCCCCCCO,2,2.861946
